*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 16, 2018; 14:44:24
                                                                                
*RUN   1        : Sim                       MZCER046 UNME2015    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UNME2015 MZ                                                   
 DATA PATH      :                                                               
 TREATMENT  1   : Sim                       MZCER046                            
  
!                                                                                                                                                                                                                                      Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                      0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD   GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD   EWSD  PST1A  PST2A   KSTD   LN%D   SH%D   HIPD   PWDD   PWTD     SLAD   CHTD   CWID   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D   CDAD   LDAD   SDAD   SNW0C   SNW1C  DTTD
 2015 199   109    78   18.0      3   5.06   4265   3866      0   1688   8131   8933      0    0.0  0.000    802      0  0.000  0.000  0.023  0.000  0.000  0.000  0.000   2.07   0.00   0.09      0    802    118.6   1.60   0.00   1.01    3.96    4.00    3.98    3.99    2.29    0.99    0.16    0.00      0      0      0       0     208 17.35
 2015 200   110    79   18.0      3   5.10   4356   3941      0   1699   8297   9295      0    0.0  0.000    998      0  0.000  0.000  0.027  0.000  0.000  0.000  0.000   2.05   0.00   0.11      0    998    117.2   1.60   0.00   1.02    3.98    4.00    3.99    3.99    2.29    1.01    0.21    0.00      0      0      0       0     217 16.80
 2015 201   111    80   18.0      4   5.06   4309   4100      0   1708   8409   9636      0    0.0  0.000   1227      0  0.000  0.000  0.028  0.000  0.000  0.000  0.000   2.04   0.00   0.13      0   1227    117.4   1.60   0.00   1.03    4.00    4.00    4.00    3.99    2.30    1.02    0.25    0.00      0      0      0       0     225 14.75
 2015 202   112    81   18.0      4   5.02   4259   4238      0   1716   8497   9963      0    0.0  0.000   1466      0  0.000  0.000  0.026  0.000  0.000  0.000  0.000   2.04   0.00   0.15      0   1466    117.8   1.60   0.00   1.04    4.00    4.00    4.00    3.99    2.30    1.02    0.30    0.00      0      0      0       0     234 12.30
 2015 203   113    82   18.0      4   4.98   4206   4349      0   1722   8555  10252      0    0.0  0.000   1697      0  0.000  0.000  0.021  0.000  0.000  0.000  0.000   2.04   0.00   0.17      0   1697    118.3   1.60   0.00   1.05    4.00    4.00    4.00    3.98    2.30    1.02    0.34    0.00      0      0      0       0     242 12.80
 2015 204   114    83   18.0      4   4.94   4149   4457      0   1730   8606  10592      0    0.0  0.000   1986      0  0.000  0.000  0.014  0.000  0.000  0.000  0.000   2.04   0.00   0.19      0   1986    119.0   1.60   0.00   1.06    4.00    4.00    4.00    3.98    2.30    1.03    0.39    0.00      0      0      0       0     251 15.75
 2015 205   115    84   18.0      4   4.90   4088   4544      0   1739   8632  10937      0    0.0  0.000   2306      0  0.000  0.000  0.002  0.000  0.000  0.000  0.000   2.05   0.00   0.21      0   2306    119.9   1.60   0.00   1.08    4.00    4.00    4.00    3.98    2.31    1.03    0.44    0.00      0      0      0       0     260 20.42
 2015 206   116    85   18.0      4   4.86   4023   4583      0   1740   8606  11081      0    0.0  0.000   2476      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.07   0.00   0.22      0   2476    120.9   1.60   0.00   1.09    4.00    4.00    3.99    3.97    2.30    1.03    0.46    0.00      0      0      0       0     268 15.55
 2015 207   117    86   18.0      4   4.83   3954   4648      0   1748   8602  11400      0    0.0  0.000   2798      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.08   0.00   0.25      0   2798    122.2   1.60   0.00   1.10    4.00    4.00    4.00    3.98    2.31    1.03    0.50    0.00      0      0      0       0     277 17.95
 2015 208   118    87   18.0      4   4.80   3881   4691      0   1751   8571  11606      0    0.0  0.000   3034      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.08   0.00   0.26      0   3034    123.7   1.60   0.00   1.11    4.00    4.00    4.00    3.97    2.31    1.04    0.53    0.00      0      0      0       0     277 19.20
 2015 209   119    88   18.0      4   4.77   3804   4724      0   1753   8528  11761      0    0.0  0.000   3233      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.10   0.00   0.27      0   3233    125.4   1.60   0.00   1.12    4.00    4.00    4.00    3.96    2.30    1.04    0.56    0.00      0      0      0       0     277 16.00
 2015 210   120    89   18.0      4   4.74   3724   4772      0   1759   8496  12027      0    0.0  0.000   3531      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.10   0.00   0.29      0   3531    127.3   1.60   0.00   1.13    4.00    4.00    4.00    3.96    2.30    1.04    0.59    0.00      0      0      0       0     277 13.55
 2015 211   121    90   18.0      4   4.71   3640   4830      0   1769   8471  12381      0    0.0  0.000   3910      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.11   0.00   0.32      0   3910    129.4   1.60   0.00   1.14    4.00    4.00    4.00    3.96    2.31    1.04    0.65    0.00      0      0      0       0     277 14.00
 2015 212   122    91   18.0      5   4.68   3640   4830    284   1775   8471  12665   3339    8.5  0.022   4194     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.05   6.77   0.33      0   4194    128.7   1.60   0.00   1.16    4.00    4.00    4.00    3.96    2.31    1.05    0.69    0.00      0      0      0       0     277 17.10
 2015 213   123    92   18.0      5   4.66   3640   4780    568   1766   8420  12898   3339   17.0  0.044   4478     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   2.01  12.67   0.35      0   4478    128.0   1.60   0.00   1.16    4.00    4.00    4.00    3.96    2.31    1.05    0.69    0.00      0      0      0       0     277 14.10
 2015 214   124    93   18.0      5   4.63   3640   4830    851   1792   8471  13232   3339   25.5  0.064   4761     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.94  17.88   0.36      0   4761    127.3   1.60   0.00   1.17    4.00    4.00    4.00    3.98    2.32    1.06    0.79    0.00      0      0      0       0     277 18.35
 2015 215   125    94   18.0      5   4.61   3640   4830   1135   1794   8471  13516   3339   34.0  0.084   5045     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.88  22.50   0.37      0   5045    126.6   1.60   0.00   1.18    4.00    4.00    4.00    3.97    2.32    1.06    0.83    0.00      0      0      0       0     277 14.90
 2015 216   126    95   18.0      5   4.59   3640   4785   1419   1785   8426  13755   3339   42.5  0.103   5329     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.83  26.63   0.39      0   5329    126.0   1.60   0.00   1.18    4.00    4.00    4.00    3.97    2.32    1.06    0.83    0.00      0      0      0       0     277 14.20
 2015 217   127    96   18.0      5   4.57   3640   4714   1703   1776   8354  13967   3339   51.0  0.122   5613     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.79  30.34   0.40      0   5613    125.4   1.60   0.00   1.18    4.00    4.00    4.00    3.97    2.32    1.06    0.83    0.00      0      0      0       0     277 14.60
 2015 218   128    97   18.0      5   4.55   3640   4646   1986   1768   8287  14183   3339   59.5  0.140   5897     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.75  33.69   0.42      0   5897    124.9   1.60   0.00   1.18    4.00    4.00    4.00    3.97    2.32    1.06    0.83    0.00      0      0      0       0     277 13.30
 2015 219   129    98   18.0      5   4.53   3640   4712   2270   1791   8352  14533   3339   68.0  0.156   6180     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.71  36.73   0.43      0   6180    124.3   1.60   0.00   1.19    4.00    4.00    4.00    3.98    2.33    1.06    0.90    0.00      0      0      0       0     286 16.35
 2015 220   130    99   18.0      5   4.51   3640   4757   2554   1805   8397  14862   3339   76.5  0.172   6464     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.67  39.51   0.43      0   6464    123.8   1.60   0.00   1.20    4.00    4.00    4.00    3.98    2.33    1.07    0.97    0.00      0      0      0       0     295 16.15
 2015 221   131   100   18.0      5   4.49   3640   4768   2838   1802   8409  15157   3339   85.0  0.187   6748     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.63  42.05   0.45      0   6748    123.3   1.60   0.00   1.21    3.99    3.99    3.99    3.97    2.32    1.07    0.98    0.00      0      0      0       0     304 17.80
 2015 222   132   101   18.0      5   4.47   3640   4826   3122   1822   8467  15498   3339   93.5  0.201   7032     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.58  44.39   0.45      0   7032    122.8   1.60   0.00   1.22    4.00    4.00    4.00    3.98    2.33    1.08    1.06    0.00      0      0      0       0     313 13.60
 2015 223   133   102   18.0      5   4.45   3640   4830   3405   1848   8471  15786   3339  102.0  0.216   7315     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.53  46.55   0.46      0   7315    122.4   1.60   0.00   1.22    4.00    4.00    4.00    4.00    2.35    1.09    1.15    0.01      0      0      0       0     322 13.80
 2015 224   134   103   18.0      5   4.44   3640   4830   3689   1876   8471  16070   3339  110.5  0.230   7599     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000   1.49  48.55   0.47      0   7599    121.9   1.60   0.00   1.23    4.00    4.00    4.00    4.00    2.38    1.11    1.23    0.02      0      0      0       0     331 13.85
 2015 225   135   104   18.0      5   4.42   3640   4830   3973   1895   8471  16354   3339  119.0  0.243   7883     10  0.000  0.000  0.006  0.000  0.000  0.000  0.000   1.45  50.40   0.48      0   7883    121.5   1.60   0.00   1.24    4.00    4.00    4.00    4.00    2.39    1.12    1.28    0.03      0      0      0       0     341 14.75
 2015 226   136   105   18.0      5   4.41   3640   4830   4257   1915   8471  16638   3339  127.5  0.256   8167     10  0.000  0.000  0.013  0.000  0.000  0.000  0.000   1.41  52.12   0.49      0   8167    121.1   1.60   0.00   1.25    4.00    4.00    4.00    4.00    2.41    1.13    1.33    0.04      0      0      0       0     350 16.05
 2015 227   137   106   18.0      5   4.39   3640   4830   4540   1938   8471  16921   3339  136.0  0.268   8451     10  0.000  0.000  0.020  0.000  0.000  0.000  0.000   1.37  53.73   0.50      0   8451    120.7   1.60   0.00   1.26    4.00    4.00    4.00    4.00    2.43    1.15    1.37    0.06      0      0      0       0     360 14.65
 2015 228   138   107   18.0      5   4.38   3640   4830   4824   1929   8471  17205   3339  144.5  0.280   8734     10  0.000  0.000  0.028  0.000  0.000  0.000  0.000   1.32  55.23   0.51      0   8734    120.3   1.60   0.00   1.26    3.98    3.98    3.98    3.98    2.42    1.14    1.37    0.06      0      0      0       0     369 16.35
 2015 229   139   108   18.0      5   4.36   3640   4619   5108   1919   8259  17277   3339  153.0  0.296   9018     10  0.000  0.000  0.038  0.000  0.000  0.000  0.000   1.32  56.64   0.52      0   9018    119.7   1.60   0.00   1.26    3.98    3.98    3.98    3.98    2.42    1.14    1.37    0.06      0      0      0       0     379 13.10
 2015 230   140   109   18.0      5   4.33   3640   4488   5392   1910   8128  17430   3339  161.5  0.309   9302     10  0.000  0.000  0.050  0.000  0.000  0.000  0.000   1.30  57.96   0.53      0   9302    118.9   1.60   0.00   1.26    3.98    3.98    3.98    3.98    2.42    1.14    1.37    0.06      0      0      0       0     389  9.20
 2015 231   141   110   18.0      5   4.30   3640   4530   5675   1921   8170  17756   3339  170.0  0.320   9586     10  0.000  0.000  0.049  0.000  0.000  0.000  0.000   1.24  59.21   0.54      0   9586    118.2   1.60   0.00   1.27    4.00    4.00    4.00    4.00    2.43    1.15    1.37    0.08      0      0      0       0     398  8.85
 2015 232   142   111   18.0      5   4.27   3640   4580   5959   1937   8220  18090   3339  178.5  0.329   9869     10  0.000  0.000  0.054  0.000  0.000  0.000  0.000   1.19  60.38   0.55      0   9869    117.4   1.60   0.00   1.27    4.00    4.00    4.00    4.00    2.45    1.16    1.37    0.09      0      0      0       0     408 10.25
 2015 233   143   112   18.0      5   4.24   3640   4617   6243   1946   8258  18411   3339  187.0  0.339  10153     10  0.000  0.000  0.070  0.000  0.000  0.000  0.000   1.14  61.49   0.55      0  10153    116.4   1.60   0.00   1.28    4.00    4.00    4.00    4.00    2.46    1.17    1.38    0.11      0      0      0       0     417 12.45
 2015 234   144   113   18.0      5   4.19   3640   4569   6527   1936   8210  18647   3339  195.5  0.350  10437     10  0.000  0.000  0.085  0.000  0.000  0.000  0.000   1.11  62.54   0.56      0  10437    115.1   1.60   0.00   1.28    4.00    4.00    4.00    4.00    2.46    1.17    1.38    0.11      0      0      0       0     427 14.40
 2015 235   145   114   18.0      5   4.14   3640   4628   6796   1956   8269  18974   3339  203.6  0.358  10706     10  0.000  0.000  0.102  0.000  0.000  0.000  0.000   1.07  63.48   0.56      0  10706    113.7   1.60   0.00   1.28    4.00    4.00    4.00    4.00    2.49    1.19    1.38    0.13      0      0      0       0     437  7.45
 2015 236   146   115   18.0      5   4.08   3640   4680   7061   1972   8321  19292   3339  211.5  0.366  10971     10  0.000  0.000  0.111  0.000  0.000  0.000  0.000   1.03  64.36   0.57      0  10971    112.1   1.60   0.00   1.29    4.00    4.00    4.00    4.00    2.51    1.21    1.38    0.15      0      0      0       0     447  7.61
 2015 237   147   116   18.0      5   4.02   3640   4705   7344   1975   8346  19600   3339  220.0  0.375  11254     10  0.000  0.000  0.125  0.000  0.000  0.000  0.000   1.00  65.26   0.57      0  11254    110.3   1.60   0.00   1.29    4.00    4.00    4.00    4.00    2.51    1.21    1.38    0.16      0      0      0       0     456  8.95
 2015 238   148   117   18.0      5   3.95   3640   4709   7628   1966   8349  19887   3339  228.5  0.384  11538     10  0.000  0.000  0.140  0.000  0.000  0.000  0.000   0.97  66.11   0.58      0  11538    108.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     466 10.20
 2015 239   149   118   18.0      5   3.87   3640   4663   7912   1957   8303  20125   3339  237.0  0.393  11822     10  0.000  0.000  0.150  0.000  0.000  0.000  0.000   0.94  66.92   0.59      0  11822    106.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     476 14.35
 2015 240   150   119   18.0      5   3.79   3640   4485   8196   1947   8125  20231   3339  245.5  0.405  12106     10  0.000  0.000  0.161  0.000  0.000  0.000  0.000   0.93  67.70   0.60      0  12106    104.2   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     486 12.80
 2015 241   151   120   18.0      5   3.71   3640   4354   8479   1937   7995  20384   3339  254.0  0.416  12390     10  0.000  0.000  0.170  0.000  0.000  0.000  0.000   0.91  68.44   0.61      0  12390    102.0   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     496 10.25
 2015 242   152   121   18.0      5   3.63   3640   4230   8763   1927   7870  20544   3339  262.5  0.427  12673     10  0.000  0.000  0.172  0.000  0.000  0.000  0.000   0.89  69.15   0.62      0  12673     99.8   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     505 11.85
 2015 243   153   122   18.0      5   3.55   3640   4229   9047   1918   7870  20827   3339  271.0  0.434  12957     10  0.000  0.000  0.176  0.000  0.000  0.000  0.000   0.86  69.82   0.62      0  12957     97.6   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     515 13.90
 2015 244   154   123   18.0      5   3.47   3640   4193   9331   1908   7834  21075   3339  279.5  0.443  13241     10  0.000  0.000  0.180  0.000  0.000  0.000  0.000   0.84  70.47   0.63      0  13241     95.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     525 16.85
 2015 245   155   124   18.0      5   3.39   3640   4181   9615   1899   7822  21346   3339  288.0  0.450  13525     10  0.000  0.000  0.190  0.000  0.000  0.000  0.000   0.81  71.09   0.63      0  13525     93.2   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     534 17.40
 2015 246   156   125   18.0      5   3.31   3640   4166   9898   1889   7807  21615   3339  296.5  0.458  13808     10  0.000  0.000  0.198  0.000  0.000  0.000  0.000   0.79  71.68   0.64      0  13808     90.9   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     544 17.95
 2015 247   157   126   18.0      5   3.22   3640   4082  10182   1880   7722  21815   3339  305.0  0.467  14092     10  0.000  0.000  0.218  0.000  0.000  0.000  0.000   0.77  72.25   0.65      0  14092     88.5   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     553 18.20
 2015 248   158   127   18.0      5   3.14   3640   4015  10466   1870   7655  22031   3339  313.5  0.475  14376     10  0.000  0.000  0.242  0.000  0.000  0.000  0.000   0.75  72.80   0.65      0  14376     86.1   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     562 18.70
 2015 249   159   128   18.0      5   3.05   3640   3978  10707   1861   7619  22236   3339  320.7  0.482  14617     10  0.000  0.000  0.253  0.000  0.000  0.000  0.000   0.73  73.25   0.66      0  14617     83.8   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     572 20.13
 2015 250   160   129   18.0      5   2.97   3640   3762  10991   1852   7403  22304   3339  329.2  0.493  14901     10  0.000  0.000  0.264  0.000  0.000  0.000  0.000   0.73  73.76   0.67      0  14901     81.5   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     581 15.30
 2015 251   161   130   18.0      5   2.86   3640   3638  11275   1842   7279  22464   3339  337.7  0.502  15185     10  0.000  0.000  0.295  0.024  0.000  0.000  0.000   0.72  74.25   0.68      0  15185     78.6   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     590 12.50
 2015 252   162   131   18.0      5   2.76   3640   3563  11558   1833   7203  22672   3339  346.2  0.510  15469     10  0.000  0.000  0.297  0.066  0.000  0.000  0.000   0.70  74.72   0.68      0  15469     75.9   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     600 11.55
 2015 253   163   132   18.0      5   2.65   3640   3470  11842   1824   7110  22862   3339  354.7  0.518  15752     10  0.000  0.000  0.319  0.000  0.000  0.000  0.000   0.68  75.18   0.69      0  15752     72.9   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     609 12.35
 2015 254   164   133   18.0      5   2.57   3640   3462  12072   1815   7102  23084   3339  361.6  0.523  15982     10  0.000  0.000  0.359  0.000  0.000  0.000  0.000   0.66  75.53   0.69      0  15982     70.6   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     618  6.00
 2015 255   165   134   18.0      5   2.49   3640   3463  12277   1806   7103  23291   3339  367.7  0.527  16187     10  0.000  0.000  0.377  0.000  0.000  0.000  0.000   0.64  75.84   0.70      0  16187     68.3   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     627  5.56
 2015 256   166   135   18.0      5   2.40   3640   3372  12561   1797   7012  23483   3339  376.2  0.535  16471     10  0.000  0.000  0.401  0.000  0.000  0.000  0.000   0.63  76.26   0.70      0  16471     66.0   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     636  9.20
 2015 257   167   136   18.0      5   2.32   3640   3350  12699   1788   6990  23599   3339  380.4  0.538  16609     10  0.000  0.000  0.444  0.000  0.000  0.000  0.000   0.62  76.46   0.70      0  16609     63.7   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     645 13.30
 2015 258   168   137   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.425  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 16.50
 2015 259   169   138   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 16.25
 2015 260   170   139   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 14.85
 2015 261   171   140   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  6.80
 2015 262   172   141   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  5.66
 2015 263   173   142   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  0.00
 2015 264   174   143   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 11.95
 2015 265   175   144   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 14.45
 2015 266   176   145   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 12.20
 2015 267   177   146   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 12.20
 2015 268   178   147   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 12.10
 2015 269   179   148   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 10.00
 2015 270   180   149   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 11.75
 2015 271   181   150   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 14.55
 2015 272   182   151   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  6.80
 2015 273   183   152   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  5.34
 2015 274   184   153   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  5.33
 2015 275   185   154   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  4.07
 2015 276   186   155   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  3.18
 2015 277   187   156   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  4.82
 2015 278   188   157   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654  3.55
 2015 279   189   158   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 10.00
 2015 280   190   159   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 11.90
 2015 281   191   160   18.0      5   2.16   3640   3350  12846   1779   6990  23746   3339  384.8  0.541  16756     10  0.000  0.000  0.417  0.000  0.000  0.000  0.000   0.62  76.66   0.71      0  16756     59.4   1.60   0.00   1.30    3.98    3.98    3.98    3.98    2.50    1.20    1.38    0.16      0      0      0       0     654 11.70
